developer,total_games,average_owner,median_owner,total_revenue,mean_revenue,median_revenue,std_dev_revenue,mean_approval,median_approval,std_dev_approval,rank_score
Valve,18,189000000.0,7500000.0,1207110000.0,67061666.666666664,53925000.0,34899058.13662497,0.8975900323347579,0.9442368153182865,0.11683731031021706,1.545874223913592
Feral Interactive (Mac),39,65525000.0,1500000.0,1304689750.0,33453583.333333332,29970000.0,30772222.658695936,0.8259860286496546,0.8558046169287387,0.1184530483019401,1.4904409230096292
Aspyr,21,55100000.0,1500000.0,1157699000.0,55128523.809523806,25165000.0,56399205.07960999,0.8018212848630517,0.8791701497074246,0.15137543864771272,1.4452087726005356
PUBG Corporation,1,75000000.0,75000000.0,2024250000.0,2024250000.0,2024250000.0,0.0,0.5046315318430526,0.5046315318430526,0.0,1.434353103943009
Aspyr (Mac),16,48100000.0,1500000.0,1081819000.0,67613687.5,48735000.0,59201150.95780796,0.8144529121105543,0.8906793133530424,0.15434691856652188,1.4212112005003859
Feral Interactive (Linux),19,40600000.0,1500000.0,960844000.0,50570736.84210526,52465000.0,36477814.94749332,0.7925366059164294,0.8312807881773399,0.14751496478504467,1.291834889088343
Ubisoft,53,44535000.0,350000.0,932635650.0,17596899.056603774,6442500.0,24265930.411063295,0.7614111514375382,0.7827880120978828,0.13872587412264095,1.2210678398257555
"CAPCOM Co., Ltd.",12,14775000.0,750000.0,574577250.0,47881437.5,8794500.0,105682685.6969251,0.8348917212827595,0.8787301413252424,0.11644699836819777,1.1566220752868113
CAPCOM,15,15425000.0,350000.0,584770750.0,38984716.666666664,5596500.0,95473222.39212579,0.7888127239129634,0.8522408963585434,0.18137150274510502,1.1306134288326612
Firaxis Games,11,26250000.0,1500000.0,521237500.0,47385227.27272727,14985000.0,60321072.576821625,0.8125244968223027,0.8642306402950051,0.14825535226984163,1.1132785611247944
Ubisoft Montreal,20,30100000.0,1125000.0,574024000.0,28701200.0,12885000.0,33270111.783543404,0.8077036292350108,0.836085956253084,0.09306692469328759,1.1063713934442134
Relic,11,25000000.0,1500000.0,342250000.0,31113636.363636363,22492500.0,19844369.710437905,0.8598387857479342,0.9093421779988944,0.14946104069431257,1.0777250221798949
FromSoftware,4,10000000.0,2500000.0,404585000.0,101146250.0,92475000.0,66377377.217317045,0.8831352074703029,0.882258952344438,0.021545259709356498,1.0767789478837864
Aspyr (Linux),5,23500000.0,3500000.0,624765000.0,124953000.0,149925000.0,51339075.95584478,0.7750834328030376,0.7691153058903798,0.1752153738657804,1.052951157294303
Infinity Ward,6,11950000.0,1125000.0,280380500.0,46730083.333333336,29988750.0,54455860.15427235,0.7792375045581371,0.9127679627439385,0.21968704536379458,1.0511754368640944
Relic Entertainment,10,21500000.0,1500000.0,272285000.0,27228500.0,22488750.0,15908134.851215098,0.8550250617408925,0.9134666515984964,0.15664436493198824,1.0479949734318463
Gearbox Software,10,28775000.0,1125000.0,364272250.0,36427225.0,21363750.0,50496935.47803585,0.829515446355729,0.8642886784858103,0.10645880794185553,1.0358033559448654
Bethesda Game Studios,9,33550000.0,1500000.0,514164500.0,57129388.88888889,19485000.0,61437016.94864921,0.8244000188307695,0.7978594234833836,0.09926174802007288,1.0319998419860785
Facepunch Studios,2,22500000.0,11250000.0,313275000.0,156637500.0,156637500.0,73238584.86139666,0.8804055166509415,0.8804055166509415,0.10799962175141342,1.0294982610773733
Treyarch,4,10000000.0,2500000.0,342400000.0,85600000.0,86225000.0,47440270.86769214,0.8181063018682861,0.8662763349539878,0.14261950762574657,1.027327589390674
Wube Software LTD.,1,1500000.0,1500000.0,31500000.0,31500000.0,31500000.0,0.0,0.9851359963816534,0.9851359963816534,0.0,1.0130372713207658
Ludeon Studios,1,1500000.0,1500000.0,41685000.0,41685000.0,41685000.0,0.0,0.97825590541192,0.97825590541192,0.0,1.0100056106796274
Hidden Path Entertainment,3,8400000.0,750000.0,119316000.0,39772000.0,5242500.0,62944999.92652316,0.9094435239151272,0.9445065306977719,0.08095751736035017,1.0088035193780744
The Behemoth,3,7350000.0,3500000.0,78851500.0,26283833.333333332,34965000.0,18151865.305894416,0.958598120293038,0.9605816264139407,0.01596059537496094,1.0076528428340332
Re-Logic,1,7500000.0,7500000.0,52425000.0,52425000.0,52425000.0,0.0,0.9703982961081561,0.9703982961081561,0.0,1.006102514068091
Skybox Labs,1,7500000.0,7500000.0,112425000.0,112425000.0,112425000.0,0.0,0.9445065306977719,0.9445065306977719,0.0,1.0053992604431545
Forgotten Empires,1,7500000.0,7500000.0,112425000.0,112425000.0,112425000.0,0.0,0.9445065306977719,0.9445065306977719,0.0,1.0053992604431545
上海アリス幻樂団,1,75000.0,75000.0,854250.0,854250.0,854250.0,0.0,0.9872810175185985,0.9872810175185985,0.0,1.0004116875901052
CD PROJEKT RED,5,14800000.0,3500000.0,268912000.0,53782400.0,24465000.0,77507933.86921754,0.8772603609937388,0.8740644321509925,0.06757128315523088,1.0001507529334943
Team D-13,1,35000.0,35000.0,195650.0,195650.0,195650.0,0.0,0.9867674858223062,0.9867674858223062,0.0,0.999484489485157
ConcernedApe,1,3500000.0,3500000.0,38465000.0,38465000.0,38465000.0,0.0,0.9691665710210038,0.9691665710210038,0.0,0.9977625263902398
"FromSoftware, Inc",3,6500000.0,1500000.0,229935000.0,76645000.0,44985000.0,54836728.567630656,0.8852165826798917,0.8876268228473393,0.025890241160268973,0.9967901290346237
Steel Crate Games,1,750000.0,750000.0,8242500.0,8242500.0,8242500.0,0.0,0.9803754266211604,0.9803754266211604,0.0,0.9959685049121954
Silver Dollar Games,1,750000.0,750000.0,2992500.0,2992500.0,2992500.0,0.0,0.9822677841656854,0.9822677841656854,0.0,0.9955926962536987
Indefatigable,1,35000.0,35000.0,542150.0,542150.0,542150.0,0.0,0.9831081081081081,0.9831081081081081,0.0,0.9953670138372321
Virtual Programming (Linux),1,3500000.0,3500000.0,69965000.0,69965000.0,69965000.0,0.0,0.9538228796465277,0.9538228796465277,0.0,0.9953417815794686
Gears for Breakfast,1,350000.0,350000.0,8046499.999999999,8046499.999999999,8046499.999999999,0.0,0.9795961148766683,0.9795961148766683,0.0,0.9949583541130236
Robot Entertainment,2,5000000.0,2500000.0,53950000.0,26975000.0,26975000.0,21199061.299972694,0.9594347805105921,0.9594347805105921,0.011509760480746652,0.9940070627259296
Little Cat Feet,1,350000.0,350000.0,2446500.0,2446500.0,2446500.0,0.0,0.9803659080767515,0.9803659080767515,0.0,0.9930940372786182
id Software,14,13350000.0,350000.0,124516500.0,8894035.714285715,2995500.0,14114846.749030836,0.8754053675490127,0.928769942926591,0.10233214700041326,0.9929299614041537
Hempuli Oy,1,75000.0,75000.0,854250.0,854250.0,854250.0,0.0,0.9803921568627451,0.9803921568627451,0.0,0.9923382041139991
Frictional Games,2,4250000.0,2125000.0,69707500.0,34853750.0,34853750.0,24906068.60034317,0.9501164824457797,0.9501164824457797,0.008611984931899694,0.9908708156785928
NEKO WORKs,5,2675000.0,750000.0,14723250.0,2944650.0,2446500.0,2231326.0323180025,0.9648501599566778,0.9732854416881805,0.017145861418683152,0.9908609005972551
Hen Wen Studio,1,35000.0,35000.0,139650.0,139650.0,139650.0,0.0,0.9794168096054888,0.9794168096054888,0.0,0.9908421108300148
Klei Entertainment,7,10525000.0,750000.0,118727250.0,16961035.714285713,5392500.0,29295044.69986796,0.8956746603777592,0.929242819843342,0.06511149320552191,0.990624177562321
Kristjan Skutta,1,7500000.0,7500000.0,20925000.0,20925000.0,20925000.0,0.0,0.970306542626201,0.970306542626201,0.0,0.9904335027899716
Supergiant Games,3,5350000.0,1500000.0,68521500.0,22840500.0,23235000.0,17225138.48275247,0.9390973217936444,0.950171526586621,0.0301254808080291,0.9903494232642924
Paradox Development Studio,7,11850000.0,1500000.0,353131500.0,50447357.14285714,52485000.0,48105190.94626058,0.8344745234067209,0.830164609053498,0.04709176811880506,0.9903075403409491
VisualArts/Key,2,150000.0,75000.0,2773500.0,1386750.0,1386750.0,1219759.1975467945,0.9774552719140348,0.9774552719140348,0.0027240176960289524,0.9898444250412248
Sukeban Games,1,350000.0,350000.0,3846500.0,3846500.0,3846500.0,0.0,0.9767441860465116,0.9767441860465116,0.0,0.9895411377069703
Irrational Games,2,4250000.0,2125000.0,75207500.0,37603750.0,37603750.0,45765718.64534632,0.9464737593078228,0.9464737593078228,0.010393225654508323,0.9893187660390922
Team Ladybug,1,150000.0,150000.0,2098500.0,2098500.0,2098500.0,0.0,0.9770922419059255,0.9770922419059255,0.0,0.9890855073583517
Ensemble Studios,5,13200000.0,1500000.0,259148000.0,51829600.0,34485000.0,53499629.34147301,0.8823982360839169,0.8685413005272408,0.03645250245721214,0.9888542874127001
Asymmetric,1,350000.0,350000.0,2901499.9999999995,2901499.9999999995,2901499.9999999995,0.0,0.9762287182781882,0.9762287182781882,0.0,0.9884701846377656
Onyx Lute,1,750000.0,750000.0,2992500.0,2992500.0,2992500.0,0.0,0.9760649087221095,0.9760649087221095,0.0,0.9883231614351213
Askiisoft,1,75000.0,75000.0,854250.0,854250.0,854250.0,0.0,0.9767441860465116,0.9767441860465116,0.0,0.9880629206415205
David Szymanski,1,150000.0,150000.0,2250000.0,2250000.0,2250000.0,0.0,0.9758676789587852,0.9758676789587852,0.0,0.9877252093244269
Innocent Grey,1,10000.0,10000.0,149900.0,149900.0,149900.0,0.0,0.9767025089605734,0.9767025089605734,0.0,0.987666117051401
Nickervision Studios,2,500000.0,250000.0,395000.0,197500.0,197500.0,111722.87142747451,0.9759994943558119,0.9759994943558119,0.004273024591981652,0.9869632937239424
Mason Lindroth,1,35000.0,35000.0,69650.0,69650.0,69650.0,0.0,0.9758364312267658,0.9758364312267658,0.0,0.9866114620653738
GemaYue,1,150000.0,150000.0,2038500.0,2038500.0,2038500.0,0.0,0.974936214918205,0.974936214918205,0.0,0.9865290845675356
Mega Crit Games,1,1500000.0,1500000.0,29234999.999999996,29234999.999999996,29234999.999999996,0.0,0.9632601973199824,0.9632601973199824,0.0,0.9862807198183564
BioWare,5,8750000.0,1500000.0,108362500.0,21672500.0,25165000.0,9394485.416987987,0.9245537068673245,0.9298876404494382,0.02743226179301992,0.9862595385297233
"CAVE Interactive CO.,LTD.",1,35000.0,35000.0,524650.0,524650.0,524650.0,0.0,0.9753086419753086,0.9753086419753086,0.0,0.9862176900040941
Wormwood Studios,1,150000.0,150000.0,1048500.0,1048500.0,1048500.0,0.0,0.9743723849372385,0.9743723849372385,0.0,0.9853792221336648
Lucas Pope,2,3650000.0,1825000.0,26788500.0,13394250.0,13394250.0,15656404.795641942,0.9634444097356134,0.9634444097356134,0.006746858205187236,0.9852880015296239
Fireproof Games,3,775000.0,350000.0,3167250.0,1055750.0,1396500.0,590196.312679095,0.9732360387505768,0.9732977303070761,0.003508630065405462,0.9851664624199308
Matt Makes Games Inc.,1,350000.0,350000.0,5246500.0,5246500.0,5246500.0,0.0,0.9723304231027535,0.9723304231027535,0.0,0.9850599962173712
Buried Signal,1,150000.0,150000.0,1708500.0,1708500.0,1708500.0,0.0,0.9735004108463434,0.9735004108463434,0.0,0.9846833516131047
"TALESSHOP Co., Ltd.",1,35000.0,35000.0,251650.0,251650.0,251650.0,0.0,0.973826714801444,0.973826714801444,0.0,0.9843460613910022
2K Czech,1,3500000.0,3500000.0,69965000.0,69965000.0,69965000.0,0.0,0.9442942942942943,0.9442942942942943,0.0,0.9841746408525682
Free Lives,3,2000000.0,350000.0,22050000.0,7350000.0,2248500.0,9212712.670543894,0.9476590698568746,0.9643780522838264,0.03125729949805027,0.9840413040371381
Freebird Games,3,2200000.0,350000.0,13908000.0,4636000.0,2446500.0,5118430.008313096,0.9293936907317327,0.967315907942487,0.07842010286654397,0.9834620874862386
Zachtronics,7,1860000.0,150000.0,18973900.0,2710557.1428571427,1746500.0,2322703.5168147935,0.918965389404612,0.9644495412844036,0.10228795724012629,0.9826054461927844
Radical Phi,1,10000.0,10000.0,79900.0,79900.0,79900.0,0.0,0.9723145071982281,0.9723145071982281,0.0,0.9824889643047042
Laura Shigihara,1,75000.0,75000.0,524250.0,524250.0,524250.0,0.0,0.9720620842572062,0.9720620842572062,0.0,0.9824126498557092
Wojciech Wasiak,3,375000.0,150000.0,296250.0,98750.0,118500.0,34208.003449485324,0.9534296412329156,0.9717381754283204,0.03369006204853416,0.9819204055183213
Maciej Targoni,3,375000.0,150000.0,296250.0,98750.0,118500.0,34208.003449485324,0.9534296412329156,0.9717381754283204,0.03369006204853416,0.9819204055183213
Yacht Club Games,1,750000.0,750000.0,14242499.999999998,14242499.999999998,14242499.999999998,0.0,0.9656528036416304,0.9656528036416304,0.0,0.9816782404011076
Moon Studios GmbH,1,1500000.0,1500000.0,22485000.0,22485000.0,22485000.0,0.0,0.9620299158238963,0.9620299158238963,0.0,0.9815042737670916
PixelFade Inc,1,35000.0,35000.0,524650.0,524650.0,524650.0,0.0,0.9710327455919395,0.9710327455919395,0.0,0.9812065015766812
JoWooD Vienna,1,350000.0,350000.0,3146500.0,3146500.0,3146500.0,0.0,0.9698224852071006,0.9698224852071006,0.0,0.9810833561214971
Monomi Park,1,1500000.0,1500000.0,22485000.0,22485000.0,22485000.0,0.0,0.9616607071911005,0.9616607071911005,0.0,0.9810715752491473
RUST LTD.,1,350000.0,350000.0,5246500.0,5246500.0,5246500.0,0.0,0.9686013320647003,0.9686013320647003,0.0,0.980689642920845
Brace Yourself Games,1,1500000.0,1500000.0,16485000.0,16485000.0,16485000.0,0.0,0.9637291595780878,0.9637291595780878,0.0,0.9805316316479671
Croteam,8,9725000.0,1125000.0,201352750.0,25169093.75,10863750.0,35512553.210584536,0.822075363207989,0.8857098019074858,0.1550565311289035,0.9804233864375109
Freehold Games,1,75000.0,75000.0,854250.0,854250.0,854250.0,0.0,0.9702072538860104,0.9702072538860104,0.0,0.9804018840175049
东方幕华祭制作组,1,10000.0,10000.0,102899.99999999999,102899.99999999999,102899.99999999999,0.0,0.9702194357366771,0.9702194357366771,0.0,0.9800449823431499
Berzerk Studio,1,75000.0,75000.0,1161750.0,1161750.0,1161750.0,0.0,0.9691629955947136,0.9691629955947136,0.0,0.9793299625789579
Terry Cavanagh,2,3000000.0,1500000.0,8970000.0,4485000.0,4485000.0,2121320.343559643,0.9657331016470665,0.9657331016470665,0.005784204556866064,0.9791676513300399
Google,1,150000.0,150000.0,2248500.0,2248500.0,2248500.0,0.0,0.9683698296836983,0.9683698296836983,0.0,0.978937273255433
Mimimi Productions,1,750000.0,750000.0,26242500.0,26242500.0,26242500.0,0.0,0.9580482897384306,0.9580482897384306,0.0,0.9786942211891893
KAGAMI WORKs,1,750000.0,750000.0,1267500.0,1267500.0,1267500.0,0.0,0.9683441558441559,0.9683441558441559,0.0,0.9784225555504995
Pixile,1,35000.0,35000.0,360149.99999999994,360149.99999999994,360149.99999999994,0.0,0.968724279835391,0.968724279835391,0.0,0.9784198017376808
"FromSoftware, Inc.",1,3500000.0,3500000.0,139965000.0,139965000.0,139965000.0,0.0,0.9098174240021746,0.9098174240021746,0.0,0.9783501221153794
Moppin,1,350000.0,350000.0,696500.0,696500.0,696500.0,0.0,0.9678532901833873,0.9678532901833873,0.0,0.9775651969136889
Trinket Studios,1,35000.0,35000.0,542150.0,542150.0,542150.0,0.0,0.9678942398489141,0.9678942398489141,0.0,0.9775369371185383
Humble Hearts LLC,1,1500000.0,1500000.0,17985000.0,17985000.0,17985000.0,0.0,0.960163171648926,0.960163171648926,0.0,0.9770934518522333
Studio MDHR Entertainment Inc.,1,1500000.0,1500000.0,22485000.0,22485000.0,22485000.0,0.0,0.9580937338038945,0.9580937338038945,0.0,0.9768912176922198
Steve Gabry,1,150000.0,150000.0,298500.0,298500.0,298500.0,0.0,0.9667546174142481,0.9667546174142481,0.0,0.9760809760271761
Crystal Dynamics,9,15450000.0,750000.0,313345500.0,34816166.666666664,5246500.0,53143801.383016445,0.8061743340341536,0.8346791330216745,0.12838843500862726,0.9759435013953321
Sylvain Tegroeg,1,350000.0,350000.0,2096500.0,2096500.0,2096500.0,0.0,0.9655614973262032,0.9655614973262032,0.0,0.975570923904466
Adriaan de Jongh,1,350000.0,350000.0,2096500.0,2096500.0,2096500.0,0.0,0.9655614973262032,0.9655614973262032,0.0,0.975570923904466
tobyfox,1,3500000.0,3500000.0,24465000.0,24465000.0,24465000.0,0.0,0.9560628566961145,0.9560628566961145,0.0,0.9754892568800038
Whirlpool,1,35000.0,35000.0,244650.0,244650.0,244650.0,0.0,0.965925925925926,0.965925925925926,0.0,0.9750831783052567
Matt Roszak,1,350000.0,350000.0,3146500.0,3146500.0,3146500.0,0.0,0.9646017699115044,0.9646017699115044,0.0,0.9749648757546986
△○□× (Miwashiba),1,150000.0,150000.0,298500.0,298500.0,298500.0,0.0,0.9655803734895643,0.9655803734895643,0.0,0.9747048066725532
07th Expansion,1,150000.0,150000.0,718500.0,718500.0,718500.0,0.0,0.9651081646894627,0.9651081646894627,0.0,0.9743588822597832
"Level Up Labs, LLC",1,350000.0,350000.0,3846500.0,3846500.0,3846500.0,0.0,0.9634408602150538,0.9634408602150538,0.0,0.9739501442694316
Dinosaur Polo Club,1,750000.0,750000.0,5242500.0,5242500.0,5242500.0,0.0,0.9628482972136223,0.9628482972136223,0.0,0.9739453281586602
Knuckle Cracker,1,150000.0,150000.0,1708500.0,1708500.0,1708500.0,0.0,0.9642563681183237,0.9642563681183237,0.0,0.9738496840524652
"Psyonix, Inc.",1,7500000.0,7500000.0,112425000.0,112425000.0,112425000.0,0.0,0.9174814753174444,0.9174814753174444,0.0,0.9737269202763471
Matthew Brown,3,535000.0,150000.0,1364650.0,454883.3333333333,598500.0,337201.0391937328,0.9513299413703241,0.9642758238715038,0.024155539110439165,0.9737026183213803
GrizzlyGames,1,350000.0,350000.0,731500.0,731500.0,731500.0,0.0,0.9644959529065489,0.9644959529065489,0.0,0.9736478154620816
Virtual Programming,4,7250000.0,1500000.0,90927500.0,22731875.0,7863750.0,31585718.91001533,0.9199325533987,0.9261246000872656,0.033500788378260656,0.9732362424155505
Dennaton Games,2,5000000.0,2500000.0,42450000.0,21225000.0,21225000.0,4582051.942088828,0.9464637151477658,0.9464637151477658,0.03928867282586494,0.9731242908389885
Valsar,1,75000.0,75000.0,524250.0,524250.0,524250.0,0.0,0.9639727361246349,0.9639727361246349,0.0,0.972932240577102
Killmonday Games AB,1,350000.0,350000.0,3846500.0,3846500.0,3846500.0,0.0,0.9622641509433962,0.9622641509433962,0.0,0.9725710856216367
Liar-soft,1,35000.0,35000.0,944650.0,944650.0,944650.0,0.0,0.9630872483221476,0.9630872483221476,0.0,0.9721021664503844
Thomas Bowker,1,350000.0,350000.0,696500.0,696500.0,696500.0,0.0,0.9630773550470307,0.9630773550470307,0.0,0.9719679820282976
Edmund McMillen and Florian Himsl,1,3500000.0,3500000.0,13965000.0,13965000.0,13965000.0,0.0,0.9574086378737542,0.9574086378737542,0.0,0.9718793014985943
minori,1,150000.0,150000.0,2248500.0,2248500.0,2248500.0,0.0,0.9623103279490944,0.9623103279490944,0.0,0.9718357669873111
"Olli Harjola, Otto Hantula, Tom Jubert, Carlo Castellano",1,750000.0,750000.0,8992500.0,8992500.0,8992500.0,0.0,0.9592661168153509,0.9592661168153509,0.0,0.9715997056657169
Hopoo Games,3,3150000.0,1500000.0,34018500.0,11339500.0,10485000.0,10743766.13436834,0.9453326250117554,0.9483498437251682,0.009606763213435492,0.9711694726198998
Jacob Janerka,1,75000.0,75000.0,824250.0,824250.0,824250.0,0.0,0.9620786516853933,0.9620786516853933,0.0,0.9708606500027536
Alexander Bruce,1,1500000.0,1500000.0,22485000.0,22485000.0,22485000.0,0.0,0.9523512924322641,0.9523512924322641,0.0,0.9701612941471742
Powerhoof,1,350000.0,350000.0,3846500.0,3846500.0,3846500.0,0.0,0.9601328903654485,0.9601328903654485,0.0,0.9700733290376482
CreSpirit,2,160000.0,80000.0,2152400.0,1076200.0,1076200.0,1360897.7110716293,0.9608093396865907,0.9608093396865907,0.019978418546501613,0.9700291907948964
Motion Twin,1,1500000.0,1500000.0,32984999.999999996,32984999.999999996,32984999.999999996,0.0,0.9477918957294208,0.9477918957294208,0.0,0.9700050139872618
Game in a Bottle,1,150000.0,150000.0,1048500.0,1048500.0,1048500.0,0.0,0.9611821790913101,0.9611821790913101,0.0,0.9699208010298708
Playdead,2,4250000.0,2125000.0,35707500.0,17853750.0,17853750.0,9349719.414239125,0.9464709470216843,0.9464709470216843,0.011562663171190812,0.9698018686474137
Vaka Game Magazine,2,225000.0,112500.0,2622750.0,1311375.0,1311375.0,1113162.8502829224,0.960267232605815,0.960267232605815,0.023794156339269713,0.9696262219143076
Neko Climax Studios,2,425000.0,212500.0,683250.0,341625.0,341625.0,303879.1392149188,0.9610439320691678,0.9610439320691678,0.007409323270817606,0.9695783417000233
Team Cherry,1,1500000.0,1500000.0,16485000.0,16485000.0,16485000.0,0.0,0.9542215042523875,0.9542215042523875,0.0,0.9693890201185364
Image & Form Games,3,1175000.0,350000.0,10213250.0,3404416.6666666665,3846500.0,2094414.9590836419,0.9497297616957866,0.9564904710535779,0.01791852882263187,0.9689498231695147
Fakt Software,1,75000.0,75000.0,599250.0,599250.0,599250.0,0.0,0.9604622871046229,0.9604622871046229,0.0,0.9688551785773155
Infinite Monkeys Entertainment Ltd.,1,150000.0,150000.0,1048500.0,1048500.0,1048500.0,0.0,0.9601013299556681,0.9601013299556681,0.0,0.9686540868266512
Tripwire Interactive,5,12000000.0,3500000.0,192130000.0,38426000.0,52465000.0,28413333.8307035,0.8824455735662751,0.8794011924181837,0.0643712842471192,0.9684737563841838
Spiderling Studios,1,3500000.0,3500000.0,24465000.0,24465000.0,24465000.0,0.0,0.949933930406695,0.949933930406695,0.0,0.9683063876660859
Ironhide Game Studio,3,575000.0,150000.0,4349250.0,1449750.0,1048500.0,868657.6929377877,0.9533589944336766,0.9582854955989284,0.01526258259882493,0.9681566185767861
Landon Podbielski,1,750000.0,750000.0,7492500.0,7492500.0,7492500.0,0.0,0.956916229171422,0.956916229171422,0.0,0.9681047036085902
ALICE IN DISSONANCE,2,425000.0,212500.0,4670750.0,2335375.0,2335375.0,2137053.469441043,0.9575694222789659,0.9575694222789659,0.02919834161573683,0.9674762336936794
The Gentlebros,1,150000.0,150000.0,1498500.0,1498500.0,1498500.0,0.0,0.9588164734106357,0.9588164734106357,0.0,0.9673705905277208
"Revival Productions, LLC",1,35000.0,35000.0,832650.0,832650.0,832650.0,0.0,0.9590766002098636,0.9590766002098636,0.0,0.967346509233455
Megadev,1,150000.0,150000.0,748500.0,748500.0,748500.0,0.0,0.9588839941262849,0.9588839941262849,0.0,0.9670792108253377
Fishing Cactus,1,350000.0,350000.0,3846500.0,3846500.0,3846500.0,0.0,0.9574807334573479,0.9574807334573479,0.0,0.9669651017061232
Suspicious Developments,2,1100000.0,550000.0,8346500.0,4173250.0,4173250.0,462094.2815054088,0.9555552472551754,0.9555552472551754,0.02688516747143703,0.9669315734131666
"PopCap Games, Inc.",3,2200000.0,350000.0,9350000.0,3116666.6666666665,1487500.0,2821799.440664296,0.9561745039777487,0.9549356223175965,0.013151773985393352,0.966701140762448
Michal Pawlowski,1,150000.0,150000.0,118500.0,118500.0,118500.0,0.0,0.9587628865979382,0.9587628865979382,0.0,0.9666260478007557
I-Illusions,1,150000.0,150000.0,1648500.0,1648500.0,1648500.0,0.0,0.9578524836929252,0.9578524836929252,0.0,0.9663149334154024
Timegate,1,1500000.0,1500000.0,53940000.0,53940000.0,53940000.0,0.0,0.9356733734762814,0.9356733734762814,0.0,0.9661546545170093
"Monolith Productions, Inc.",1,1500000.0,1500000.0,53940000.0,53940000.0,53940000.0,0.0,0.9356733734762814,0.9356733734762814,0.0,0.9661546545170093
Blue Wizard Digital,1,35000.0,35000.0,216650.0,216650.0,216650.0,0.0,0.9581939799331104,0.9581939799331104,0.0,0.9660077983560519
AQUASTYLE,1,35000.0,35000.0,1049650.0,1049650.0,1049650.0,0.0,0.9577656675749319,0.9577656675749319,0.0,0.965917347197836
Amanita Design,5,1950000.0,350000.0,17330500.0,3466100.0,2796500.0,2366891.3790032696,0.8878807963750341,0.9506545820745217,0.09756247499051125,0.9656264124521371
SEO INSEOK,1,150000.0,150000.0,1048500.0,1048500.0,1048500.0,0.0,0.9573400250941029,0.9573400250941029,0.0,0.9654179422323494
Modern Visual Arts Laboratory,1,150000.0,150000.0,1048500.0,1048500.0,1048500.0,0.0,0.9573400250941029,0.9573400250941029,0.0,0.9654179422323494
Bird in Sky,1,35000.0,35000.0,384650.0,384650.0,384650.0,0.0,0.9575596816976127,0.9575596816976127,0.0,0.965347419433711
GalaxyTrail,1,350000.0,350000.0,3846500.0,3846500.0,3846500.0,0.0,0.9560883620689655,0.9560883620689655,0.0,0.9653332952350261
Wet Girl,1,75000.0,75000.0,59250.0,59250.0,59250.0,0.0,0.9576837416481069,0.9576837416481069,0.0,0.9653320604364384
Daniel Mullins Games,1,350000.0,350000.0,1396500.0,1396500.0,1396500.0,0.0,0.9569000819000819,0.9569000819000819,0.0,0.9650742627900518
Visceral Games,1,1500000.0,1500000.0,22485000.0,22485000.0,22485000.0,0.0,0.9477532852903773,0.9477532852903773,0.0,0.9647726041246087
Iguana Entertainment,1,75000.0,75000.0,1124250.0,1124250.0,1124250.0,0.0,0.9567279193835211,0.9567279193835211,0.0,0.9647379992029449
Nightdive Studios,1,75000.0,75000.0,1124250.0,1124250.0,1124250.0,0.0,0.9567279193835211,0.9567279193835211,0.0,0.9647379992029449
Dingaling,1,350000.0,350000.0,2446500.0,2446500.0,2446500.0,0.0,0.955863484731845,0.955863484731845,0.0,0.9643781262038933
Giant Sparrow,1,350000.0,350000.0,5246500.0,5246500.0,5246500.0,0.0,0.9543280079429551,0.9543280079429551,0.0,0.9639618482675882
Subset Games,2,3850000.0,1925000.0,28451500.0,14225750.0,14225750.0,14480486.218528714,0.9440420227155648,0.9440420227155648,0.027097815849127124,0.963370686967778
Starbreeze Studios AB,1,1500000.0,1500000.0,16485000.0,16485000.0,16485000.0,0.0,0.948857681827709,0.948857681827709,0.0,0.963102823622805
高考恋爱委员会,1,150000.0,150000.0,1048500.0,1048500.0,1048500.0,0.0,0.9552735593925525,0.9552735593925525,0.0,0.9629961227865997
Larian Studios,5,6850000.0,750000.0,175281500.0,35056300.0,11242500.0,42267176.91158235,0.858645485059602,0.8812307692307693,0.07724040904944661,0.9622945354684895
Matt Dabrowski,1,350000.0,350000.0,3846500.0,3846500.0,3846500.0,0.0,0.9532417868937946,0.9532417868937946,0.0,0.9619972170664673
"Mine Loader Software Co., Ltd.",1,350000.0,350000.0,2796500.0,2796500.0,2796500.0,0.0,0.9536550406115624,0.9536550406115624,0.0,0.9619628187646796
YAGER,1,3500000.0,3500000.0,69965000.0,69965000.0,69965000.0,0.0,0.9252873563218391,0.9252873563218391,0.0,0.9618992302559549
Greenheart Games,1,1500000.0,1500000.0,10485000.0,10485000.0,10485000.0,0.0,0.9501544656183831,0.9501544656183831,0.0,0.961658513686958
Netcore Games,1,350000.0,350000.0,1746500.0,1746500.0,1746500.0,0.0,0.9538354737938216,0.9538354737938216,0.0,0.96165556362339
Razzart Visual,1,35000.0,35000.0,244650.0,244650.0,244650.0,0.0,0.9544626593806922,0.9544626593806922,0.0,0.961648664579608
Corroding Games,1,150000.0,150000.0,598500.0,598500.0,598500.0,0.0,0.9540441176470589,0.9540441176470589,0.0,0.9613329568264647
JCKSLAP,1,350000.0,350000.0,276500.0,276500.0,276500.0,0.0,0.9541761148904006,0.9541761148904006,0.0,0.961328579687217
Stegersaurus Software Inc.,1,750000.0,750000.0,8242500.0,8242500.0,8242500.0,0.0,0.9506746626686656,0.9506746626686656,0.0,0.9611603357566113
